Nº NF-e/RPS,Série,Status,Data Emissão,Natureza da Operação,Dados do Destinatário,CPF/CNPJ,Valor Total,Chave DANFE
3839,1,Emitida,31/03/2020,Venda dentro do estado,Ao Consumidor,,"114,63",28200310177060000138650010000038391225983495
3840,1,Emitida,31/03/2020,Venda dentro do estado,Ao Consumidor,,"100,44",28200310177060000138650010000038401060327776
3841,1,Emitida,01/04/2020,Venda dentro do estado,Ao Consumidor,,"44,8",28200410177060000138650010000038411469930651
3842,1,Emitida,01/04/2020,Venda dentro do estado,Ao Consumidor,,"118,68",28200410177060000138650010000038421879708824
3843,1,Emitida,01/04/2020,Venda dentro do estado,Ao Consumidor,,20,28200410177060000138650010000038431587188720
3844,1,Emitida,01/04/2020,Venda dentro do estado,Ao Consumidor,,"90,07",28200410177060000138650010000038441031632674
3845,1,Emitida,02/04/2020,Venda dentro do estado,Ao Consumidor,,"225,49",28200410177060000138650010000038451495950507
3846,1,Emitida,02/04/2020,Venda dentro do estado,Ao Consumidor,,600,28200410177060000138650010000038461897719556
3847,1,Emitida,02/04/2020,Venda dentro do estado,Ao Consumidor,,"81,58",28200410177060000138650010000038471566030272
3848,1,Emitida,02/04/2020,Venda dentro do estado,Ao Consumidor,,"98,37",28200410177060000138650010000038481006550634
3849,1,Emitida,02/04/2020,Venda dentro do estado,Ao Consumidor,,"120,59",28200410177060000138650010000038491463004141
3850,1,Emitida,02/04/2020,Venda dentro do estado,Ao Consumidor,,"95,02",28200410177060000138650010000038501087505284
3851,1,Emitida,03/04/2020,Venda dentro do estado,Ao Consumidor,,"67,7",28200410177060000138650010000038511380082585
3852,1,Emitida,03/04/2020,Venda dentro do estado,Ao Consumidor,,600,28200410177060000138650010000038521969126367
3853,1,Emitida,03/04/2020,Venda dentro do estado,Ao Consumidor,,24,28200410177060000138650010000038531559466386
3854,1,Emitida,03/04/2020,Venda dentro do estado,Ao Consumidor,,"98,03",28200410177060000138650010000038541066339201
3855,1,Emitida,03/04/2020,Venda dentro do estado,Ao Consumidor,,"31,2",28200410177060000138650010000038551398085704
3856,1,Emitida,03/04/2020,Venda dentro do estado,Ao Consumidor,,"180,34",28200410177060000138650010000038561995153820
3857,1,Emitida,03/04/2020,Venda dentro do estado,Ao Consumidor,,"156,18",28200410177060000138650010000038571530778907
3858,1,Emitida,04/04/2020,Venda dentro do estado,Ao Consumidor,,"93,6",28200410177060000138650010000038581096429321
3859,1,Emitida,04/04/2020,Venda dentro do estado,Ao Consumidor,,"152,42",28200410177060000138650010000038591435796299
3860,1,Emitida,04/04/2020,Venda dentro do estado,Ao Consumidor,,"7,5",28200410177060000138650010000038601238979960
3861,1,Emitida,04/04/2020,Venda dentro do estado,Ao Consumidor,,"71,45",28200410177060000138650010000038611289807471
3862,1,Emitida,06/04/2020,Venda dentro do estado,Ao Consumidor,,"266,75",28200410177060000138650010000038621824447037
3863,1,Emitida,06/04/2020,Venda dentro do estado,Ao Consumidor,,750,28200410177060000138650010000038631640994776
3864,1,Emitida,06/04/2020,Venda dentro do estado,Ao Consumidor,,"128,25",28200410177060000138650010000038641226996546
3865,1,Emitida,06/04/2020,Venda dentro do estado,Ao Consumidor,,"84,94",28200410177060000138650010000038651301081721
3866,1,Emitida,06/04/2020,Venda dentro do estado,Ao Consumidor,,"109,67",28200410177060000138650010000038661827696916
3867,1,Emitida,06/04/2020,Venda dentro do estado,Ao Consumidor,,"141,51",28200410177060000138650010000038671636532762
3868,1,Emitida,07/04/2020,Venda dentro do estado,Ao Consumidor,,"140,73",28200410177060000138650010000038681201358200
3869,1,Emitida,07/04/2020,Venda dentro do estado,Ao Consumidor,,"129,75",28200410177060000138650010000038691267700990
3870,1,Emitida,07/04/2020,Venda dentro do estado,Ao Consumidor,,"85,88",28200410177060000138650010000038701141848639
3871,1,Emitida,07/04/2020,Venda dentro do estado,Ao Consumidor,,"93,43",28200410177060000138650010000038711325243664
3872,1,Emitida,07/04/2020,Venda dentro do estado,Ao Consumidor,,"91,3",28200410177060000138650010000038721789441429
3873,1,Emitida,07/04/2020,Venda dentro do estado,Ao Consumidor,,"118,4",28200410177060000138650010000038731738670991
3874,1,Emitida,08/04/2020,Venda dentro do estado,Ao Consumidor,,"102,89",28200410177060000138650010000038741137394237
3875,1,Emitida,08/04/2020,Venda dentro do estado,Ao Consumidor,,"114,1",28200410177060000138650010000038751328501183
3,2,Emitida,08/04/2020,Devolução para fornecedor para dentro do Estado,Ao Consumidor,24455677000930,"49,44",28200410177060000138550020000000031075978391
3876,1,Emitida,08/04/2020,Venda dentro do estado,Ao Consumidor,,"107,26",28200410177060000138650010000038761800708049
3877,1,Emitida,08/04/2020,Venda dentro do estado,Ao Consumidor,,"160,57",28200410177060000138650010000038771726679963
3878,1,Emitida,08/04/2020,Venda dentro do estado,Ao Consumidor,,"78,73",28200410177060000138650010000038781165830720
3879,1,Emitida,09/04/2020,Venda dentro do estado,Ao Consumidor,,"19,61",28200410177060000138650010000038791364923911
3880,1,Emitida,09/04/2020,Venda dentro do estado,Ao Consumidor,,"154,1",28200410177060000138650010000038801638946060
3881,1,Emitida,09/04/2020,Venda dentro do estado,Ao Consumidor,,"162,95",28200410177060000138650010000038811830146413
3882,1,Emitida,09/04/2020,Venda dentro do estado,Ao Consumidor,,1275,28200410177060000138650010000038821303559816
3883,1,Emitida,09/04/2020,Venda dentro do estado,Ao Consumidor,,"46,3",28200410177060000138650010000038831229381270
3884,1,Emitida,09/04/2020,Venda dentro do estado,Ao Consumidor,,"82,58",28200410177060000138650010000038841642539340
3885,1,Emitida,11/04/2020,Venda dentro do estado,Ao Consumidor,,"65,5",28200410177060000138650010000038851825844905
3886,1,Emitida,11/04/2020,Venda dentro do estado,Ao Consumidor,,"67,6",28200410177060000138650010000038861291172983
3887,1,Emitida,11/04/2020,Venda dentro do estado,Ao Consumidor,,"165,74",28200410177060000138650010000038871240556935
3888,1,Emitida,13/04/2020,Venda dentro do estado,Ao Consumidor,,"153,95",28200410177060000138650010000038881675363798
3889,1,Emitida,13/04/2020,Venda dentro do estado,Ao Consumidor,,1260,28200410177060000138650010000038891851048885
3890,1,Emitida,13/04/2020,Venda dentro do estado,Ao Consumidor,,"128,68",28200410177060000138650010000038901729007526
3891,1,Emitida,14/04/2020,Venda dentro do estado,Ao Consumidor,,"127,4",28200410177060000138650010000038911803243264
3892,1,Emitida,14/04/2020,Venda dentro do estado,Ao Consumidor,,"120,8",28200410177060000138650010000038921331007845
3893,1,Emitida,14/04/2020,Venda dentro do estado,Ao Consumidor,,"130,8",28200410177060000138650010000038931139750397
3894,1,Emitida,14/04/2020,Venda dentro do estado,Ao Consumidor,,"204,28",28200410177060000138650010000038941740190799
3895,1,Emitida,14/04/2020,Venda dentro do estado,Ao Consumidor,,"133,22",28200410177060000138650010000038951790864065
3896,1,Emitida,15/04/2020,Venda dentro do estado,Ao Consumidor,,"421,75",28200410177060000138650010000038961326698710
3897,1,Emitida,15/04/2020,Venda dentro do estado,Ao Consumidor,,"76,2",28200410177060000138650010000038971143336060
3898,1,Emitida,15/04/2020,Venda dentro do estado,Ao Consumidor,,"95,6",28200410177060000138650010000038981702358296
3899,1,Emitida,15/04/2020,Venda dentro do estado,Ao Consumidor,,"139,76",28200410177060000138650010000038991760895883
3900,1,Emitida,16/04/2020,Venda dentro do estado,Ao Consumidor,,"30,43",28200410177060000138650010000039001416883805
3901,1,Emitida,16/04/2020,Venda dentro do estado,Ao Consumidor,,156,28200410177060000138650010000039011116560358
3902,1,Emitida,16/04/2020,Venda dentro do estado,Ao Consumidor,,"69,65",28200410177060000138650010000039021518291170
3903,1,Emitida,16/04/2020,Venda dentro do estado,Ao Consumidor,,62,28200410177060000138650010000039031951304132
3904,1,Emitida,16/04/2020,Venda dentro do estado,Ao Consumidor,,109,28200410177060000138650010000039041428044217
3905,1,Emitida,17/04/2020,Venda dentro do estado,Ao Consumidor,,"92,9",28200410177060000138650010000039051104158281
3906,1,Emitida,17/04/2020,Venda dentro do estado,Ao Consumidor,,450,28200410177060000138650010000039061513974414
3907,1,Emitida,17/04/2020,Venda dentro do estado,Ao Consumidor,,"69,5",28200410177060000138650010000039071954882179
3908,1,Emitida,17/04/2020,Venda dentro do estado,Ao Consumidor,,"207,64",28200410177060000138650010000039081390219316
3909,1,Emitida,17/04/2020,Venda dentro do estado,Ao Consumidor,,"94,45",28200410177060000138650010000039091074197704
3910,1,Emitida,17/04/2020,Venda dentro do estado,Ao Consumidor,,"115,95",28200410177060000138650010000039101451677856
3911,1,Emitida,18/04/2020,Venda dentro do estado,Ao Consumidor,,41,28200410177060000138650010000039111018607801
3912,1,Emitida,18/04/2020,Venda dentro do estado,Ao Consumidor,,"167,49",28200410177060000138650010000039121615698880
3913,1,Emitida,18/04/2020,Venda dentro do estado,Ao Consumidor,,"93,1",28200410177060000138650010000039131916079566
3914,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"122,48",28200410177060000138650010000039141455248282
3915,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"118,9",28200410177060000138650010000039151014283423
3916,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"131,3",28200410177060000138650010000039161603304449
3917,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"130,23",28200410177060000138650010000039171927247588
3918,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"101,9",28200410177060000138650010000039181488080339
3919,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"120,49",28200410177060000138650010000039191039495016
3920,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"293,99",28200410177060000138650010000039201346983337
3921,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"178,21",28200410177060000138650010000039211186941159
3922,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"166,77",28200410177060000138650010000039221713533350
3923,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"142,39",28200410177060000138650010000039231756557526
3924,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"40,9",28200410177060000138650010000039241372660735
3925,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"127,39",28200410177060000138650010000039251158086494
3926,1,Emitida,22/04/2020,Venda dentro do estado,Ao Consumidor,,"139,44",28200410177060000138650010000039261692748778
4,2,Emitida,22/04/2020,Devolução para fornecedor para dentro do Estado,Ao Consumidor,23033931000353,"69,4",28200410177060000138550020000000041550589215
3927,1,Emitida,23/04/2020,Venda dentro do estado,Ao Consumidor,,"151,3",28200410177060000138650010000039271774637306
3928,1,Emitida,23/04/2020,Venda dentro do estado,Ao Consumidor,,"140,5",28200410177060000138650010000039281336352308
3929,1,Emitida,23/04/2020,Venda dentro do estado,Ao Consumidor,,498,28200410177060000138650010000039291129520466
3930,1,Emitida,23/04/2020,Venda dentro do estado,Ao Consumidor,,"248,09",28200410177060000138650010000039301257354233
3931,1,Emitida,23/04/2020,Venda dentro do estado,Ao Consumidor,,"129,23",28200410177060000138650010000039311214387161
3932,1,Processando,23/04/2020,Venda dentro do estado,Ao Consumidor,,"81,9",28200410177060000138650010000039321686632230
3933,1,Emitida,24/04/2020,Venda dentro do estado,Ao Consumidor,,"98,58",28200410177060000138650010000039331846617206
3934,1,Emitida,24/04/2020,Venda dentro do estado,Ao Consumidor,,375,28200410177060000138650010000039341275441656
3935,1,Emitida,24/04/2020,Venda dentro do estado,Ao Consumidor,,"126,2",28200410177060000138650010000039351193610206
3936,1,Emitida,24/04/2020,Venda dentro do estado,Ao Consumidor,,"105,59",28200410177060000138650010000039361657769965
3937,1,Emitida,24/04/2020,Venda dentro do estado,Ao Consumidor,,"120,47",28200410177060000138650010000039371872286970
3938,1,Emitida,25/04/2020,Venda dentro do estado,Ao Consumidor,,"213,02",28200410177060000138650010000039381308936682
3939,1,Emitida,25/04/2020,Venda dentro do estado,Ao Consumidor,,"37,3",28200410177060000138650010000039391219118981
3940,1,Emitida,25/04/2020,Venda dentro do estado,Ao Consumidor,,"121,8",28200410177060000138650010000039401057369489
3941,1,Emitida,25/04/2020,Venda dentro do estado,Ao Consumidor,,"82,79",28200410177060000138650010000039411474832897
3942,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,1146,28200410177060000138650010000039421876815307
3943,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,"134,62",28200410177060000138650010000039431592041410
3944,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,"184,44",28200410177060000138650010000039441038436213
3945,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,"14,85",28200410177060000138650010000039451495007835
3946,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,"95,6",28200410177060000138650010000039461904572611
3947,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,"75,08",28200410177060000138650010000039471565022816
3948,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,"68,8",28200410177060000138650010000039481001701516
3949,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,87,28200410177060000138650010000039491465893593
3950,1,Emitida,27/04/2020,Venda dentro do estado,Ao Consumidor,,225,28200410177060000138650010000039501092407509
3951,1,Emitida,28/04/2020,Venda dentro do estado,Ao Consumidor,,"91,83",28200410177060000138650010000039511377124316
3952,1,Emitida,28/04/2020,Venda dentro do estado,Ao Consumidor,,"127,73",28200410177060000138650010000039521973979048
3953,1,Emitida,28/04/2020,Venda dentro do estado,Ao Consumidor,00000000000000,"85,8",28200410177060000138650010000039531556572865
3954,1,Emitida,28/04/2020,Venda dentro do estado,Ao Consumidor,,110,28200410177060000138650010000039541065396533
3955,1,Emitida,28/04/2020,Venda dentro do estado,Ao Consumidor,,"606,56",28200410177060000138650010000039551404889232
3956,1,Emitida,28/04/2020,Venda dentro do estado,Ao Consumidor,,"92,55",28200410177060000138650010000039561994146370
3957,1,Emitida,28/04/2020,Venda dentro do estado,Ao Consumidor,,"75,25",28200410177060000138650010000039571537631958
3958,1,Emitida,29/04/2020,Venda dentro do estado,Ao Consumidor,,"101,43",28200410177060000138650010000039581099318798
3959,1,Emitida,29/04/2020,Venda dentro do estado,Ao Consumidor,,"89,8",28200410177060000138650010000039591430947170
3960,1,Emitida,29/04/2020,Venda dentro do estado,Ao Consumidor,,"239,37",28200410177060000138650010000039601236086697
3961,1,Emitida,29/04/2020,Venda dentro do estado,Ao Consumidor,,"79,1",28200410177060000138650010000039611294660411
3962,1,Emitida,29/04/2020,Venda dentro do estado,Ao Consumidor,,"37,61",28200410177060000138650010000039621821488978
3963,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,"170,7",28200410177060000138650010000039631645897235
3964,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,"128,99",28200410177060000138650010000039641233849850
3965,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,"205,89",28200410177060000138650010000039651300074514
3966,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,"58,8",28200410177060000138650010000039661834500679
3967,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,915,28200410177060000138650010000039671635590314
3968,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,"70,5",28200410177060000138650010000039681196452173
3969,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,204,28200410177060000138650010000039691270663087
3970,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,"110,96",28200410177060000138650010000039701146701569
3971,1,Emitida,30/04/2020,Venda dentro do estado,Ao Consumidor,,"179,11",28200410177060000138650010000039711322350406
3972,1,Emitida,02/05/2020,Venda dentro do estado,Ao Consumidor,,"102,78",28200510177060000138650010000039721794343870
3973,1,Emitida,02/05/2020,Venda dentro do estado,Ao Consumidor,,"56,2",28200510177060000138650010000039731735712943
3974,1,Emitida,02/05/2020,Venda dentro do estado,Ao Consumidor,,"128,76",28200510177060000138650010000039741136387031
3975,1,Emitida,02/05/2020,Venda dentro do estado,Ao Consumidor,,"17,8",28200510177060000138650010000039751335354483
3976,1,Emitida,02/05/2020,Venda dentro do estado,Ao Consumidor,,"145,32",28200510177060000138650010000039761799765608
3977,1,Emitida,02/05/2020,Venda dentro do estado,Ao Consumidor,,"112,5",28200510177060000138650010000039771733483717
3978,1,Emitida,02/05/2020,Venda dentro do estado,Ao Consumidor,,"101,8",28200510177060000138650010000039781168792810
3979,1,Emitida,04/05/2020,Venda dentro do estado,Ao Consumidor,,46,28200510177060000138650010000039791360017877
3980,1,Emitida,04/05/2020,Venda dentro do estado,Ao Consumidor,,855,28200510177060000138650010000039801632093005
